A,AAL,AAP,AAPL,ABT,ACN,ADBE,ADI,ADM,ADP
17.98661995,5.005957127,35.29819107,5.799201012,18.55775452,31.38551521,32.29999924,19.1036377,20.59273148,25.30705261
18.6924839,5.279351711,36.22873306,5.879822731,18.69796181,31.53866196,32.47999954,19.50045586,20.72327805,25.48077202
18.92990494,5.618740559,36.85507202,5.913942814,19.08356857,31.86789703,32.97999954,19.68468666,21.73333549,25.54901695
18.95557404,5.335916042,36.85507202,6.015697002,19.15717316,31.85258865,32.97999954,19.59257317,21.42413712,25.31326103
18.65397835,5.175651073,36.62242889,5.798899651,18.86623001,31.09454727,32.24000168,18.77769279,20.65456963,25.05268288
18.71814346,5.552745819,36.43453598,5.901863098,18.91880417,31.0409584,32.77000046,19.06113243,21.03248215,24.99064064
18.73739815,5.590457439,36.51506424,5.861403465,18.70147133,30.7576561,32.04999924,18.99027061,20.53775978,25.06508636
18.87215233,6.07125473,37.19509506,5.923904896,18.70147133,30.81125259,32.31000137,19.21702194,20.55151176,25.25122261
18.76948547,5.948698521,37.875103,5.891596794,18.66992188,30.64280319,32.75999832,19.16741562,20.60647202,25.23880768
18.84007072,5.958126068,38.07194519,5.998790264,18.76807594,30.83423042,32.63999939,19.60674477,20.63396263,25.37530518
19.23791885,6.420069695,38.30458069,6.050422192,18.90478706,31.00268173,31.45000076,19.83348846,20.45530319,25.18296623
19.41116905,6.486060619,38.14352798,6.141609669,19.13614273,31.27066612,31.80999947,20.26573372,20.3586216,25.62347031
19.65501976,6.410642147,38.36721039,6.115945816,19.19222832,31.2323761,32.33000183,20.10984612,20.63485909,25.72273636
19.87960434,6.344649792,35.9245224,6.127418995,19.26934624,31.63054466,33.24000168,20.95306778,20.69701195,25.55522346
20.02078247,6.53319788,35.79030991,6.089374065,19.06253242,31.29362869,33.88000107,21.0806179,20.68320274,25.78478622
19.98870087,6.618044853,36.00505066,6.051629543,19.06953812,31.16347313,33.70000076,21.17982101,20.58652306,25.80960655
19.79618835,6.684037209,35.98715591,5.950175762,18.91880417,30.82657623,33.43999863,20.65546227,20.45530701,25.56143188
20.04002953,6.759456158,36.20191193,6.058876991,19.04500198,30.84187508,34.54999924,20.89638901,20.42078018,26.20667267
19.95019341,6.674610615,36.44348145,6.099337101,18.97139168,30.43606377,34.56000137,20.99557304,20.3517189,25.87784004
20.18762016,6.910293579,36.50611877,6.178447247,19.02747726,30.60451317,34.65000153,20.71923256,20.27575302,25.81579781
20.5918808,7.249682903,36.95349503,6.310399055,19.03097916,30.69640732,34.88999939,21.13021851,20.48293686,26.03915215
20.76514816,7.240254402,36.98928833,6.306172848,19.13264084,31.08689499,34.74000168,20.98850441,20.61414528,25.96470451
20.81647682,7.042280197,37.12349701,6.320663452,18.95737457,31.1175251,34.81999969,20.8244133,20.56580734,26.00192642
20.70097542,6.900867462,37.38297653,6.362333298,18.95737457,31.32426453,34.93999863,20.73880577,20.71773338,25.87784004
21.27849579,7.004569054,37.83930969,6.611138821,19.04149628,31.53100014,35.15999985,21.0455761,21.14590073,26.78986359
21.17582703,6.900867462,37.66929626,6.615064144,19.07655334,31.74538612,35.06000137,21.05983925,21.11136818,26.77125549
21.34908295,7.268536091,37.52613831,6.734030247,19.20975494,32.20480347,35.11999893,20.86721992,21.06994057,27.09388161
21.59934235,7.485367775,37.6961441,6.788985252,19.29037857,32.20480347,35.15000153,21.45935249,20.88347435,27.43778419
21.54800797,7.391093254,37.91983032,6.808913708,19.46916008,32.15885544,35.22000122,20.81014442,20.331007,27.46904945
21.44533157,7.494794369,37.74088287,6.842128754,19.11160851,32.25074768,35.15999985,20.67459297,19.79234695,27.39401245
21.37475014,7.447658539,37.65139389,6.758791447,19.20975494,32.5417099,35.49000168,20.63179588,19.75781631,27.66289139
21.44533157,7.325101376,37.84825897,6.777208805,19.16769218,32.15885544,35.02000046,21.40940666,19.74399948,27.66913986
21.4196682,7.155406952,37.89298248,6.767245293,19.10459709,32.34262848,35.49000168,21.70904541,20.09619713,27.94427299
21.47101021,7.070561886,38.02721024,6.783248901,18.84870911,32.37325287,35.75,21.51641655,20.19288826,27.96303368
21.44533157,6.69346571,38.70723343,6.710781574,18.74002838,32.20480347,34.66999817,21.22392464,20.08929062,27.88799095
21.63783836,6.853729725,39.04724503,6.786267757,18.88375282,32.4881134,34.95000076,21.45222092,20.25503349,28.0318222
21.8881073,6.966859341,39.33354568,6.895270348,19.04851151,32.46513748,35.22000122,21.70904541,20.24813461,28.08183289
21.7533493,6.985713959,38.87660599,6.925767422,18.88375282,31.99806786,36.50999832,20.73166656,19.68184662,27.72542763
22.17045212,6.948004723,38.54509354,6.84363842,18.76106453,31.7913456,35.86999893,20.64605904,19.51610374,27.50031662
22.01643944,6.882012367,38.06125259,6.971966267,18.54372406,32.46513748,35.50999832,20.32502556,19.62660027,27.66289139
22.07419968,6.900867462,37.80142975,7.016953945,18.62085152,32.38856506,35.74000168,20.56045151,20.04785728,27.85047722
22.21537209,6.806592941,37.83726501,7.12142992,18.40701866,32.319664,35.68000031,20.69599724,19.9787941,27.88174629
22.06777954,6.929148674,37.55951309,7.09576416,18.46660614,32.12058258,35.36999893,20.56045151,19.95808792,27.8067112
22.17045212,6.976286411,37.95375443,7.125050545,18.56476402,32.03635406,35.74000168,20.56045151,20.10310745,27.62537384
22.34370422,6.721747398,38.23150253,7.201143742,18.5542469,32.12823486,35.99000168,21.00990677,19.65422058,27.75667763
22.17686462,6.674610615,38.13294601,7.232850552,18.522686,31.7913456,35.70000076,20.89575768,19.49538422,27.6941452
22.0036068,6.429497719,37.72078323,7.264854908,18.40351677,31.82196999,35.06000137,21.01703453,19.50919724,27.46904945
21.81110191,7.117697239,37.85519791,7.245228767,18.32639313,32.08229828,34.93999863,20.68173027,19.377985,27.43778419
21.96510887,6.900867462,37.74767303,7.300787449,18.48413658,32.794384,35.47000122,20.7673378,19.51610374,27.67539597
21.95227814,7.183690071,37.99853897,7.315886021,18.46310043,32.97816086,35.02000046,21.08124161,19.59207344,27.64412689
21.7533493,7.061133385,37.864151,7.320112228,18.48077774,33.00110245,34.75,21.2453289,19.46085548,27.48156166
22.08060646,6.995143414,40.57000732,7.4185462,18.49138641,33.24442291,35.02000046,22.36538315,19.55063438,27.62537384
22.86347771,6.985713959,40.65961075,7.516073704,18.50906372,33.39890671,34.38999939,22.36538315,19.5713501,27.93802071
22.63246155,6.74060154,40.35497665,7.470179081,18.47371483,33.32939148,34,21.81604958,19.50919724,27.6941452
22.56188583,6.495488167,39.82634354,7.460214615,18.70347977,33.08222198,33.81999969,21.69477844,19.51610374,27.96303368
23.28699112,6.731174469,39.83531952,7.385331631,18.75650787,33.73103714,34.93000031,21.93733025,19.97189713,28.15686989
23.18431854,6.372933865,40.29224777,7.827082634,18.30403137,33.97048569,34.91999817,21.60916519,19.8683033,28.17564011
23.3832531,6.099536419,40.75817108,8.045992851,18.07072258,33.92414093,35.97000122,21.70191383,19.65422058,28.18187904
23.51157951,6.250376225,41.31367111,8.177640915,18.09900856,34.50345993,36.25,21.88026047,19.68184662,28.43824959
23.62709236,6.10896492,41.50181961,8.137485504,17.80560303,34.04001236,36.15000153,22.20842743,19.64040947,28.34445572
23.24206924,5.967553139,40.53417587,7.912231922,17.59350586,33.3680191,35.34000015,21.43080711,19.25367737,27.77544403
23.51157951,6.900867462,40.79400635,7.898939133,17.77025414,33.61518478,35.47000122,21.58062744,19.34345436,27.60035515
23.8901844,6.910293579,41.10760117,8.111510277,17.93992424,34.13269043,34.95999908,22.00866699,19.41942787,27.75667763
23.26774216,6.665181637,40.40872192,7.883544922,18.08485985,33.70786667,33.59999847,21.35233116,19.29511642,27.11887932
23.59500313,6.966859341,41.50181961,8.042368889,17.9823494,33.79283524,33.59000015,21.46648216,19.14318657,27.30648041
22.69021606,6.467206478,40.91943741,7.810773373,17.74197006,33.21353531,33.13999939,20.97423172,18.1072998,26.79999542
22.3052063,6.53319788,40.42664719,7.729552746,17.7278347,32.57243347,32.95999908,20.86008644,18.26613617,26.67493248
21.35549736,6.024118423,39.6023407,7.435452461,17.32131386,31.73822975,32.49000168,20.03253365,17.74818993,25.89332008
20.45072174,6.014690399,39.20811462,7.121728897,17.22233582,31.14347267,32.41999817,19.78997231,17.91394043,25.98711395
21.93943787,6.552052975,40.41769028,7.669160843,17.56521606,31.70733261,34.27999878,20.81728172,18.37662506,26.56238174
21.8624382,6.438925266,40.68648148,7.745552063,17.46271133,31.78457832,33.79999924,20.58899117,18.65977287,26.5748806
22.337286,6.882012367,41.17926788,7.913740635,17.37433052,32.02402115,34.79999924,20.94569969,18.99125671,26.90002823
22.31803703,6.825447559,40.54313278,7.801115036,17.18344688,31.52968597,34.40999985,20.38923264,18.74954414,26.54361343
21.72767639,6.684037209,40.22953415,7.664027691,17.14455986,30.11617088,33.72000122,19.81850624,18.48712349,26.13718033
21.93943787,6.768882751,40.9911232,7.676104546,17.11981201,30.75727272,33.81000137,20.22515869,18.76336288,26.33727074
20.57905769,6.599189281,40.9911232,7.619945049,16.9854908,30.3247261,33.27999878,19.6900959,18.54808617,26.09339905
20.91273689,6.976286411,41.29575348,7.498562813,16.94660568,30.30927658,32.88000107,20.52478218,18.52030754,26.00586128
19.91810799,6.44835186,43.89409256,7.179101944,16.43049812,29.32060242,31.73999977,20.06106949,17.624506,25.21175194
20.11060905,6.797165871,44.32416534,7.316790104,16.5931015,29.45963478,32.18000031,20.43203735,17.64533806,25.39932632
20.14911842,6.636898994,44.39585495,7.450852871,16.81227684,29.61410332,31.62999916,20.31075478,17.30506134,25.18673706
20.04645157,7.362811089,45.72190475,7.404355049,16.6956234,29.2974205,31.54999924,20.45344353,17.15229607,25.09920311
20.20686722,7.966164589,44.97823334,7.370836735,16.67440796,28.89577293,30.94000053,20.47501373,17.2703495,24.95538521
21.01540565,8.239561081,45.99068832,7.649838448,16.92185974,29.54459763,32.20000076,21.36647224,17.65922546,25.7369957
20.76514816,8.324406624,46.37594604,7.756425858,16.81227684,28.98073578,32.08000183,20.97106743,17.54811668,25.56191063
20.20044899,8.145287514,45.13054276,7.875694752,16.5931015,28.35508919,32.13000107,20.75539017,17.36062241,25.31804657
20.67530251,8.899481773,46.00860214,7.969901562,16.78399658,28.44777298,32.93999863,21.43118477,17.74949265,25.93083
20.79081726,8.682647705,46.13404846,7.944839001,16.87237167,29.23562813,32.90000153,21.8337822,17.7286644,26.23722458
19.46892548,8.098147392,44.94239044,7.728647709,16.44817734,28.52502441,31.59000015,20.84885025,17.24257851,25.29928589
19.31492615,7.871892929,43.54466248,7.577069759,16.34212494,28.23149681,31.05999947,20.10116577,17.02035332,25.01790047
19.14808273,8.088721275,44.31518936,7.528455734,16.37040138,28.14653397,31,20.19462967,17.28423691,25.68697166
18.94274139,8.041584969,44.52128601,7.34335947,16.21133041,28.14653397,30.72999954,20.03646278,17.31201935,25.76263428
19.53951073,8.635511398,45.00510406,7.56408453,16.68502235,29.08888245,31.71999931,20.5756588,17.63144493,26.49402618
19.71918106,9.361424446,45.25598526,7.654669762,16.68502235,29.07341766,31.72999954,20.87761497,17.80505562,26.37422943
20.18762016,9.106881142,45.51581955,7.677921295,16.73097038,29.19702339,31.70000076,20.76257896,17.81199646,26.41205025
20.66247177,9.861074448,46.71644592,7.841274261,17.02790642,29.76859093,32.50999832,21.82659149,18.54808617,26.8786335
20.93839455,9.964776993,46.57307816,8.069541931,17.24707794,29.88445282,32.43999863,21.99913406,18.59670639,26.73992348
20.83572769,10.12504387,46.49244308,8.209044456,17.19051361,29.72997665,33.11999893,22.03507996,19.10362434,26.73992348
20.92556763,9.84222126,46.22363281,8.275472641,17.24000549,30.06983566,33.52000046,21.94161987,18.88140869,26.65795326
20.81006813,9.427414894,45.99964142,8.157711983,17.07385826,29.97714424,33.13000107,21.76907349,18.86058426,26.29225159
20.54697227,8.927761078,45.08574677,8.268829346,16.96428299,29.53687668,32.75999832,21.26582146,18.50642014,25.93917465
20.51488495,9.031462669,45.63294983,8.181866646,16.81227684,29.48280334,30.37999916,21.42399216,18.74252701,25.888731
19.73843765,9.022033691,45.69573975,8.122385025,16.77692604,29.00391388,30.26000023,21.04296112,18.37448883,25.58608246
19.69351387,8.635511398,45.65985489,8.052937508,16.68148041,31.32113647,29.85000038,20.93512344,18.29115295,25.76263428
19.62293053,8.560092926,45.27411652,8.101246834,16.67794991,30.68003273,28.71999931,21.00700951,18.50642014,25.80046654
18.74381065,8.051012039,45.1036911,7.734988689,16.49058723,29.85356522,26.89999962,20.30246925,18.06199265,25.46627808
18.24329567,8.117002487,45.01398087,7.594885349,16.53654671,29.85356522,26.43000031,20.02928162,17.9300499,25.38433075
18.14703941,8.154711723,46.37751007,7.502789497,16.42342758,29.56776619,26.65999985,20.07240677,17.88838959,25.03754044
17.8326149,7.721051216,45.75854111,7.456291199,16.42342758,29.30515289,26.72999954,20.03646278,17.70783234,24.86099434
17.80693817,7.617350101,45.30103302,7.507317066,16.50473595,29.66818428,26.34000015,20.05083847,17.90227699,24.8483963
18.33312798,8.786351204,45.65088654,7.810472488,16.86529922,30.3247261,26.79000092,21.16517448,18.29115295,25.35280037
18.48713684,8.993754387,45.58810043,7.792962074,17.00315857,30.38652039,26.85000038,20.90636826,18.54808617,25.45367432
18.38446999,8.993754387,45.99177551,7.839158535,16.97842026,30.44832611,27.20000076,21.0645256,18.55503464,25.67436028
18.09570313,8.673223495,46.16219711,7.768802643,16.90418243,30.68776131,27.09000015,21.10766792,18.52725792,25.83828545
18.44863892,8.795777321,47.22970581,7.60303688,17.00765228,31.08942032,28.11000061,21.60372543,18.73557854,26.15985107
18.41013527,8.748641014,47.1848526,7.631115437,17.0718708,30.97354317,28.03000069,21.28020287,18.68003082,26.29225159
18.22404289,8.588375092,47.59748459,7.592467785,17.13251495,30.91175842,28.21999931,21.37366676,18.65920258,26.30486107
17.34493065,8.43753624,46.05457306,7.545668125,16.79358101,30.12389755,27.38999939,20.99982262,18.56892776,25.61760902
17.67218781,8.126431465,46.61072159,7.41522646,16.9148922,30.25521088,27.67000008,21.57496452,18.59670639,25.86351204
17.65936279,8.40925312,47.54367065,7.605753899,16.93630028,30.04665947,27.87000084,21.60372543,19.01335335,26.12202454
17.69786072,8.682647705,46.36852264,7.676711559,17.36799812,29.82266426,27.67000008,21.25863647,18.81196594,25.37802315
18.42938805,9.286003113,47.63337708,7.821043968,17.48572922,30.71092606,28.57999992,22.00632286,19.06196404,26.14092827
18.80156326,9.75737381,48.59321976,7.848819733,17.45719719,31.18981171,29.22999954,22.18605423,19.18695831,26.41205025
19.01974869,10.28530884,49.20321274,7.828892231,17.5677948,31.26706314,29.17000008,22.43048668,19.30501747,26.51293755
18.52563858,9.936493874,48.92512131,7.973827839,17.5784874,31.15121269,29.21999931,22.31545639,19.33279228,26.50662994
18.46788979,10.01191425,48.11777496,7.879617691,17.5606575,30.78816605,28.69000053,21.79063797,19.20779037,26.5444622
18.06361961,10.04962349,47.70514297,7.79356432,17.47502708,30.31699371,28.70000076,21.38085556,18.74947548,26.05265999
17.9224472,10.22874546,48.01911163,7.767598152,17.51070786,30.61824799,28.71999931,21.35928726,18.99946213,26.02114868
18.49355125,10.03076935,47.92940521,7.906491756,17.7782917,31.15121269,29.60000038,21.63248253,19.6661129,26.44988251
17.8646965,10.04962349,47.19381714,7.908905983,17.83894348,30.89631081,29.12000084,21.47431564,19.7841568,26.48771286
18.15345573,9.455696106,47.86660385,7.940617561,17.903162,31.15893745,29.70000076,21.74031258,19.86750031,26.56968498
18.26254654,9.088025093,48.32410812,7.901964664,17.83180618,30.87313652,29.44000053,21.73313332,21.00635147,26.43727303
18.43580437,8.946616173,47.31940079,7.853351593,18.0423069,31.10486031,29.22999954,21.68999481,20.95774269,26.210289
19.13524628,9.172873497,47.77690125,7.903471947,18.15290833,31.33658409,29.52000046,21.92005157,21.27023506,26.33639908
18.90423775,9.163446426,47.58852005,7.832815647,18.36340904,31.25933456,29.17000008,21.48869133,21.27717972,26.07788658
18.10854149,8.607229233,46.56587982,7.554419994,17.97809601,30.88857651,28.25,20.91355515,20.72164154,25.47259331
17.66576958,8.7015028,48.99689865,7.602732182,17.97809601,30.47920418,28.07999992,20.29528046,21.24939919,25.22039223
17.55026245,8.616657257,48.67394638,7.521510601,17.86034966,30.00803757,28.01000023,20.18024635,20.86747169,25.08798599
17.42834663,8.682647705,48.7098465,7.477426529,17.96024704,30.05437851,27.36000061,20.38873672,20.86053085,25.26451492
18.78873253,8.956043243,48.88924408,7.608171463,18.08511925,30.6336956,27.95999908,20.71225357,21.48166084,25.441082
18.89140511,9.059744835,49.5082016,7.641382694,17.92100143,30.6336956,28.10000038,21.62529945,21.43281364,25.35910034
18.31387901,8.663794518,49.5889473,7.545065403,17.59633827,30.04665947,27.69000053,21.33052635,21.09781265,24.87361526
18.32671547,8.578947067,50.13614273,7.537813663,17.60346794,29.67590141,27.92000008,21.29458618,21.30020523,24.84207916
17.9417057,8.380971909,49.11351395,7.421866894,17.76045036,29.35149765,27.81999969,21.50306511,21.16760445,24.62140656
17.55669212,8.248989105,48.67394638,7.244625092,17.65341759,28.72583389,27.93000031,21.07890701,20.85353851,24.47008133
17.76844406,8.277270317,49.21217728,7.334000111,17.77472687,28.79535294,27.47999954,21.01371384,21.01406479,24.54575157
17.65294075,8.145287514,49.05071259,7.255191803,17.6605587,28.68722153,27.37999916,20.9774971,20.91635323,24.43226051
17.9417057,8.62608242,49.85806656,7.295653343,17.78186226,28.73356628,27.97999954,21.1658268,21.30718231,24.8168602
17.76202393,8.362117767,48.58424377,7.32222271,17.65698624,28.5018425,27.79000092,20.55736351,21.32113647,24.48270035
17.306427,8.522382736,48.86233521,7.340342522,17.60346794,28.27012444,27.70000076,20.1951828,21.50260162,24.34398651
18.15345573,9.012609482,49.76835251,7.558650017,17.93527794,28.88804817,28.85000038,20.64428902,21.87947083,24.82316399
18.74381065,9.097454071,50.49494934,7.614208221,18.0565834,29.34377098,29.42000008,21.14409447,22.01207352,25.02493668
19.15449333,9.399133682,50.71921921,7.813493252,18.1029644,29.79948807,29.48999977,21.43384361,22.33311272,25.2708416
18.60264587,8.993754387,50.48599243,7.784506798,18.01377296,29.62183571,29.17000008,20.76742935,21.90739441,25.01862526
18.50638962,8.946616173,50.73715973,7.938801765,17.99949837,29.45190048,29.30999947,20.876091,22.29821587,25.22213173
18.56414032,8.588375092,50.27069092,7.943330765,18.22783852,29.51370239,32.86000061,20.86883736,22.22842216,25.3874836
18.55130959,8.286697388,50.29760361,7.953596592,18.38837814,29.9848671,32.20000076,20.23140526,22.83560371,25.50196075
18.6924839,8.107575417,50.73715973,8.063204765,18.35627937,30.19342613,32.24000168,20.8108902,22.80768776,25.69910431
18.71814346,8.277270317,51.45480347,8.094002724,18.34199905,30.28610611,32.47000122,21.11512756,22.44478416,25.78813934
18.87215233,8.399827003,51.49966431,8.159221649,18.43119621,30.61824799,32.75999832,20.93403435,22.70998192,26.20151329
19.27642632,8.597801208,52.01995087,8.350961685,18.41335487,30.79589272,32.84999847,21.3541584,23.17757988,26.15699768
19.60367584,8.560092926,52.16347885,8.314723015,18.42406082,31.32886505,32.77999878,21.66563225,22.59832382,26.28418732
19.91168976,8.682647705,53.06949234,8.552057266,18.64526749,32.09354782,33.11000061,21.74531937,22.99612617,26.72935486
19.98870087,8.993754387,52.39670563,8.568359375,18.6060276,32.08581543,32.93999863,21.74531937,22.92633438,26.55764961
19.73843765,8.446961403,53.70774841,8.688538551,18.54893684,32.64195251,26.67000008,21.23102379,23.3032093,26.65304184
19.61009216,8.324406624,52.85468674,8.723865509,18.40979004,32.77326584,26.40999985,21.3324337,23.03800964,26.46861649
20.5918808,8.475247383,53.52814484,8.826526642,18.5310955,32.36388397,26.87999916,22.36102104,22.52155113,27.1172924
20.53413391,8.758069038,53.32162476,8.791501045,18.58818245,32.19394684,26.87999916,22.46243286,22.77977562,26.77387047
20.75230598,8.710929871,53.39345932,8.661663055,18.68808174,32.37931824,26.28000069,22.9405098,22.95425987,27.0155468
20.90631294,8.541237831,53.57307053,8.677060127,18.72732353,32.67284775,26.04000092,22.86807823,22.73091888,26.78659248
21.41324425,8.720359802,52.69304276,8.567756653,18.6381321,32.81959152,26.14999962,22.73044586,22.27728462,26.72935486
21.64426041,8.758069038,52.71101761,8.53061676,18.75943375,34.27945328,26.27000046,22.73768997,22.27728462,26.59581566
20.91273689,8.597801208,51.88487625,8.413461685,18.73445892,34.28718567,25.60000038,22.47692871,22.06093216,26.5512886
21.20149803,8.7015028,52.6840477,8.724469185,18.93782616,34.87421036,25.77000046,23.1867981,22.59832382,26.81202698
20.96406364,8.7015028,52.4865036,8.732018471,18.90214348,34.91283035,25.72999954,22.88980865,22.54247475,26.78023338
21.30416679,8.710929871,52.79181671,8.732923508,18.75943375,35.40716553,28.69000053,23.11436081,22.84258652,26.82475281
21.68918419,8.550664902,52.5763092,8.879366875,18.84149361,35.36081696,26.98999977,23.42583466,22.93331337,26.77387047
21.65709686,8.4846735,53.2228508,8.918320656,18.84149361,35.19089127,27.25,23.5344944,22.72394943,26.73570633
21.61217499,9.003180504,53.7526474,9.01433754,19.09123802,35.3222084,27.65999985,23.58519363,22.82862473,26.71027565
22.01643944,9.238866806,53.86040497,9.062649727,19.13081169,35.29880142,27.70999908,22.75942612,23.18456841,27.00281334
21.96510887,9.220013618,53.68979263,9.128174782,19.14160538,35.43920898,27.48999977,22.75942612,23.22642899,27.00918007
22.12553215,9.144592285,54.74041748,9.50349617,19.12721443,35.33000946,28.07999992,22.9405098,23.21946335,27.30808449
22.24103928,9.540543556,54.20163727,9.601926804,19.30708122,35.43920898,28.05999947,22.85359192,23.43581581,27.3208046
21.83035278,9.512263298,54.22858047,9.344974518,19.01929283,35.45481491,27.57999992,22.65076637,23.00311089,27.09184837
22.24103928,10.21931839,54.91102982,9.376373291,18.85741043,35.54063034,28.20999908,22.84635162,23.33111954,27.53065681
22.29878616,10.13447094,54.78530884,9.345872879,19.00850105,35.68883896,27.70000076,22.7449379,23.33111954,27.70873833
22.29878616,10.19103718,55.13552856,9.283976555,18.90777206,35.60303497,28.20999908,23.1867981,23.40789795,27.85499191
22.3950386,10.9169445,55.74614334,9.325342178,18.88978386,35.51722336,28.20000076,23.37513161,23.52653694,27.97583771
22.33086777,11.05835819,55.54859924,9.301486969,18.95454597,35.14276886,28.13999939,23.17231369,23.28925514,28.10302162
22.1961174,11.31289482,55.15348053,9.294847488,18.57681274,35.00236511,28.17000008,23.75179863,23.18456841,28.41464996
22.40787888,11.19976902,57.36250687,9.216646194,18.61638451,35.03357315,28.10000038,23.85320282,23.34508324,28.21748924
22.33086777,11.11492252,58.35026932,9.088014603,18.46170616,34.87755966,28.14999962,24.38924599,23.25435829,28.29381752
22.29878616,10.99236488,58.15272141,9.184635162,18.20268822,35.0803833,28.21999931,24.48340034,23.3032093,28.44009209
22.49771118,11.23748112,57.98210907,9.341043472,18.30341339,35.09598541,29.02000046,24.88180351,21.7678051,28.50369072
22.52979469,11.37888908,58.31435013,9.444915771,18.36096954,35.36900711,28.79999924,25.10635376,21.67009163,28.70718765
23.09448433,10.89809227,59.09558487,9.610081673,18.30341339,35.62643814,29.45999908,25.80898094,22.02602959,29.10149193
23.34474564,10.90752125,58.9339447,9.575657845,18.31780434,35.62643814,29.13999939,25.73655319,21.87947083,29.15236855
23.21640396,10.58698559,59.23926544,9.620650291,18.14873314,35.08818054,29.29000092,25.6568718,21.7678051,28.91705704
22.76721954,10.36072826,59.27517319,9.543953896,18.00483131,35.33779907,29.48999977,25.40334511,21.53052139,28.81529999
22.62604904,10.16275215,59.91275787,9.602834702,18.04800034,35.49381638,29.79000092,25.14256859,21.48166084,29.06967926
22.92764282,10.20046234,59.57151413,9.561163902,17.90770149,34.51092911,29.94000053,24.67898178,21.41187096,29.14601135
23.33191109,10.02134323,57.94617462,9.300887108,17.47602081,33.82444763,29.54000092,24.78039169,21.09781265,28.88525009
23.22923851,10.0967598,58.55681229,9.270993233,17.3249321,34.51092911,29.51000023,24.66449547,21.06989479,28.87890625
22.48488045,10.07790565,58.62863922,9.106432915,17.14506912,34.28469849,29.02000046,24.45442581,20.74725914,28.38284874
22.59396553,10.08733273,58.81721878,9.073519707,17.19542122,34.40171051,28.89999962,24.57032204,20.70517349,28.28109932
23.24849319,10.38901043,58.82619095,9.3129673,17.13066864,34.58112335,28.68000031,25.02667618,20.89455032,28.78986359
23.39608383,10.44557571,58.43108749,9.261634827,17.05153084,34.4875145,28.86000061,25.48302269,20.80337143,28.86618233
23.28058052,10.53985119,59.67927933,9.461824417,16.99757385,34.27689362,29.18000031,26.04802132,20.81038284,28.98701477
22.73513985,10.46443081,59.50865555,9.322022438,16.88964653,34.09746933,28.19000053,25.86693764,20.40356827,28.61815834
23.31907654,11.06778336,60.16418839,9.50530529,16.89324188,34.47191238,28.39999962,26.34501076,20.67711067,29.08876801
23.32549286,11.03007412,60.26293945,9.511342049,16.83568764,34.19889069,28.71999931,25.97558594,20.48773766,28.92341614
22.87631416,10.63412285,60.08334732,9.567808151,16.72416687,34.24568176,28.36000061,25.91763878,20.25627708,28.65632057
22.47203255,10.52099609,59.25722885,9.395094872,16.7313652,33.79324341,27.79999924,25.75828934,20.33343506,28.34468651
23.17790604,10.61527061,59.40092087,9.553614616,16.91123199,34.32368851,28.37000084,26.72038269,20.68412971,29.32407761
23.56291962,10.47385597,60.64908981,9.606455803,17.12706947,34.56552887,29.10000038,27.1577034,21.12600899,29.69293785
24.05060577,10.40786552,61.2686882,9.585020065,17.04074097,34.49531555,29.13999939,27.42739296,21.31538391,29.71836662
23.82600975,10.51156521,61.54705048,9.666846275,16.87885284,34.58112335,29.22999954,27.09939575,21.14705276,29.62932777
24.11477089,9.945921898,60.34377289,9.608268738,16.86806107,35.09598541,29.02000046,27.59503555,21.16108322,29.57845879
24.16610527,10.34187412,60.80173492,9.69281292,16.81050301,35.11157608,29.20999908,27.86471176,21.00677681,29.77713203
24.41637039,10.28530884,60.94540024,9.655071259,16.95440102,34.79953766,28.60000038,27.79183006,21.35045052,29.82201767
24.73079491,10.30416298,60.99031067,9.679225922,17.13066864,35.61863327,28.70999908,27.50756454,21.7923317,29.82201767
24.83346367,9.908213615,61.06217194,9.712743759,17.08031082,35.80585861,27.80999947,27.37636948,21.5258007,29.78354073
24.96180153,9.927067757,61.08908844,9.671075821,17.28536034,36.33632278,28.14999962,27.32534409,21.43462181,30.01429558
24.69229317,9.559398651,60.86458969,9.673187256,17.31054306,35.96187592,27.71999931,27.07024765,21.19614601,29.86686325
25.50082588,9.549971581,60.95439911,9.70005703,17.46882439,36.40652847,28.52000046,27.17228508,21.28732681,30.02709007
26.01418114,9.483982086,59.97557449,9.680736542,17.41126442,39.25382233,28.79000092,27.32534409,21.06288338,30.0335083
26.07192802,9.597107887,60.51439667,9.729046822,17.36450005,37.98228455,29.18000031,27.34721565,21.21718597,29.97582626
26.20027161,9.917640686,59.9751091,9.789136887,17.26737213,38.01348495,30.93000031,27.68248367,21.14705276,30.02709007
26.34785652,9.729092598,59.8223381,9.818118095,17.20981026,37.94328308,30.64999962,27.39095688,21.45566559,30.06555367
26.3542881,9.342569351,59.83130264,9.771015167,17.19901848,37.70926666,30.85000038,27.45654297,21.18913651,29.81560326
26.89971733,9.304859161,59.6964798,9.803627968,17.04433632,37.63906097,30.95000076,27.78455544,21.10497093,29.84763908
26.63661957,9.323710442,59.54368973,9.827483177,17.04793549,37.42842484,30.92000008,27.36907959,20.8875351,29.82201767
26.75212479,9.559398651,59.72346115,9.822047234,17.05871964,37.92768478,30.96999931,27.43467903,20.8664875,29.78354073
26.68795586,9.549971581,59.96614075,9.772830963,17.11268425,37.77165985,30.56999969,27.66791534,20.97170258,29.75792122
