A,AAL,AAP,AAPL,ABT,ACN,ADBE,ADI,ADM,ADP
22.54904366,1.800636411,33.69382095,5.250262737,18.78973007,29.01223564,38.38000107,20.16705322,19.86418533,24.17505264
22.35012817,1.659224749,33.03785324,5.122235298,19.33450699,28.60559273,39.83000183,20.38216019,18.91098213,24.23999786
22.53620148,2.111740351,34.99689865,5.217954159,19.04039955,28.82739258,41.04999924,21.14179039,19.23093987,24.70637321
22.54904366,2.385135889,36.1758728,5.187757969,19.21753693,29.21925735,41.54000092,21.3972435,19.09095764,25.0310688
22.82497025,2.705667734,36.31771088,4.986660957,19.2442627,29.12314415,41.97999954,21.27623749,19.94417953,25.14914322
22.6709671,2.535974503,35.83901978,5.021084785,18.9769001,29.28579712,41.15999985,21.01406479,19.68420982,25.14914322
22.54262543,4.02550602,37.15096283,4.892151833,19.28103256,29.73680878,40.29999924,20.32166672,19.97751045,25.50335884
23.10089493,4.770271778,36.76979828,5.020179749,19.0470829,30.09908485,41.81999969,20.76534081,20.05083275,25.1786499
22.90196991,4.261191368,36.16701126,4.801870823,19.03705978,29.72201538,40.72000122,20.16033363,19.92418671,24.38757896
23.23565483,4.280046463,35.60855103,4.895171165,19.19079971,30.00298119,40.90000153,20.24099731,19.7708683,24.25770378
22.99181747,3.931231499,35.39579391,4.662069321,18.78639603,29.50020981,39.95999908,19.80404091,19.17760658,23.85626602
23.18431854,4.572296143,37.06231689,4.742990494,18.69615364,30.53530884,41.00999832,20.14015961,19.25093842,23.93891335
23.55650139,4.591151714,37.12436295,4.827535629,19.00028992,30.98631287,41.22000122,20.61744118,19.31759262,24.54107475
23.1394043,4.770271778,36.42407227,4.799453259,18.82984352,30.87541199,41.34999847,20.5098896,19.08428955,25.21408653
23.01105881,4.864546299,37.23074341,4.730309486,18.73960686,30.72014809,41.22000122,20.30149841,18.77099419,25.35575485
22.67738724,5.354771137,36.65455246,4.626740932,19.13731956,30.60923576,41.29000092,20.26788521,18.26439476,25.63913155
23.15865135,6.31636858,38.1349144,4.850484371,19.62193108,30.5205307,43.34000015,20.9065094,17.24451828,26.12322807
23.51157951,6.278657436,37.25734329,4.957675934,19.64533615,30.52791977,43.52999878,21.1686821,18.23773003,26.24128914
23.28699112,6.382359982,39.09227371,4.93895483,19.50496864,30.80885887,43.22000122,21.18211746,17.3511734,25.82213974
23.74259567,7.504221916,39.09227371,5.119519711,19.72888184,30.86062431,45.15000153,21.68630028,17.65780449,26.57190132
23.74259567,7.909600735,38.75542068,5.240598679,19.68544579,30.80885887,45.88999939,21.98208237,17.55781174,26.79624176
23.7233429,8.852342606,38.79089355,5.336317062,19.6787529,30.3282814,45.61999893,21.77368546,17.93776894,26.68406296
23.45383263,8.588375092,38.51608276,5.413917542,19.53504181,30.13605499,45.88999939,21.78713989,17.91775894,26.56599617
23.21640396,8.352689743,39.21638489,5.414520264,19.61859894,30.2395649,45.36000061,22.08963585,17.74445343,26.76670837
23.33833122,8.503527641,39.54436493,5.306425095,19.9260807,30.3282814,45.11000061,21.89469147,17.46448898,26.98514175
22.95973015,8.475247383,39.26956558,5.295856476,19.70549583,30.15822983,44.09999847,21.6325264,16.97788811,26.74901009
22.61963272,7.202545643,38.08174515,5.239694118,19.67206764,29.84771156,43.72999954,21.60562706,16.9778862,26.08189392
22.33086777,7.079988956,37.39916229,5.30944252,19.49827385,29.7146225,44.27999878,19.68976974,17.46028709,26.09371567
22.22178841,6.410642147,37.49668503,5.262641907,19.39801025,29.61112785,44.50999832,19.29314423,17.78858376,26.40069389
22.70305443,7.409947872,37.65625381,5.338126183,19.54506683,29.95121956,44.90999985,19.38726044,17.5607872,26.64274216
22.31803703,7.3345294,36.89390182,5.210101604,19.3044281,29.01223564,43.66999817,19.06459236,17.024786,26.03466034
22.27311325,6.919723034,36.80525589,5.243014336,19.24093056,29.33015633,43.36000061,18.90997124,16.91088676,26.11140633
22.29236603,6.674610615,37.5144043,5.274115562,19.29105759,30.05472755,44.15000153,19.08600044,17.21908569,26.44201279
22.78647423,7.692770004,38.46290207,5.246033669,19.63530731,30.57967758,44.31000137,19.07922745,17.37318611,26.52466011
22.3052063,8.003875732,38.15263367,5.118913651,19.19414139,30.57967758,42.83000183,18.93027687,17.05828476,26.19997025
22.13194656,8.314979553,39.01249313,5.018064022,19.72220421,31.0232811,42.84999847,18.67976952,16.68978119,26.64274216
21.6955986,8.051012039,39.09227371,5.041313648,19.36124802,29.56674576,43.13999939,17.76576042,16.44188118,27.00875854
20.64964485,7.21197176,38.03739166,4.867996216,18.90670776,28.7904377,42.18999863,17.73190689,15.38998222,26.27080917
21.04107094,7.457086086,37.34598923,4.836593151,19.05376816,28.80522728,40.90999985,18.61884308,15.68478012,26.07009506
21.15657616,7.240254402,38.27675629,4.768353939,19.52501106,29.34494781,41.61000061,18.55113411,15.69147968,27.06188965
20.57263184,6.721747398,37.41689682,4.579939365,19.21084404,28.34681702,40.79000092,17.75898743,14.82716942,26.48924255
20.46354485,6.288086414,38.06400681,4.577824116,19.35122681,28.26548767,40.72999954,17.87408066,14.80706978,26.49518204
20.49563026,7.08941555,37.63851929,4.60922718,19.82247162,27.08252525,41.04999924,18.08396339,15.14877701,26.81605721
20.56621742,7.428802967,36.98252869,4.497205257,19.7489357,27.24518204,40.47000122,18.11105156,16.066679,26.89923668
19.78335381,7.391093254,35.68830872,4.238132954,19.54506683,26.77939796,38.08000183,17.75898743,15.24927235,26.31692314
20.03361511,8.578947067,35.32488251,4.223639488,19.98957634,27.12688637,38.13999939,17.8605442,15.41008091,26.40011978
19.09032631,7.296818256,33.94881058,3.859793901,19.13397789,26.0770092,36.22999954,17.1767292,14.27776527,25.19390106
20.12986374,7.494794369,33.98432922,4.048812389,19.4113903,26.54280472,39.65000153,18.87611961,14.43188,25.87722397
21.11807442,7.457086086,34.6856842,4.254739761,19.62193108,28.66473961,40.93999863,18.73394203,15.86567593,26.51301384
19.96944427,6.467206478,34.38383484,3.957018852,19.09722137,27.40783501,39.22999954,18.25999641,15.60437202,25.57418251
19.80260086,6.655754566,34.6856842,3.829901457,19.55509949,27.54092789,38.84999847,18.0095005,16.01307869,25.19390106
19.72560692,5.910989285,35.10293579,3.886365891,19.66872406,27.04555321,39.45000076,18.01626205,15.85227585,25.27709007
19.75127029,5.863852501,35.15621948,3.983593464,19.82915306,27.48177719,39.83000183,17.98240662,15.81878376,25.62171555
19.84753036,5.769578457,35.6267395,3.872173071,19.85255432,29.24144363,39.99000168,18.1923027,15.32967663,25.98417854
18.65397835,5.279351711,34.47262192,3.178299427,19.18411827,28.09544563,36.15000153,17.10224724,13.72836685,24.74825478
19.0325737,5.68473053,35.20947266,3.431934834,19.2442627,28.09544563,39.47000122,17.84023285,14.67976856,25.40186691
19.03899002,6.599189281,35.49356079,3.294850588,19.48156548,27.40045547,38.11999893,17.71836281,14.34476852,25.03346634
18.05720901,6.523771763,34.52588654,3.022493839,19.68544579,26.98641014,35.22000122,16.92621422,12.5424614,24.36201859
18.14703941,6.118391514,32.62602615,2.931004286,19.55509949,26.0178566,33.68999863,16.68247795,12.40846443,24.52840042
17.31925964,5.826141834,30.51309586,2.963312149,18.84989929,25.13802528,30.70999908,16.03251266,12.30796337,22.87653351
16.11288071,4.817408085,25.39059258,2.692162991,18.67610359,23.60017204,28.69000053,15.1726675,11.41686153,22.35958099
16.02946091,3.893522501,26.10081863,2.711185455,18.47891617,24.03582001,30,15.37577629,11.4101572,22.2942276
14.60490322,3.422151804,24.83128357,2.679481745,16.79445267,22.57864571,27.98999977,14.97632027,10.24435425,20.67801285
14.42523003,4.336611748,23.94351196,2.922851324,16.64633179,21.70734406,27.12000084,14.48883915,10.3515501,19.91150093
16.42730522,5.354771137,25.10650635,3.32927227,18.24868965,25.26014519,30.37999916,16.26270866,12.12706184,20.67801285
15.79202747,5.222787857,24.70701027,3.142669201,18.44057083,24.78693771,29.20000076,15.41639709,12.12706184,21.0642395
14.21347141,4.987102509,22.5319252,2.957574606,18.13759995,23.40488434,25.94000053,13.37171078,10.78035641,19.59658432
14.90008068,6.391787052,23.42858887,3.076542139,18.64255142,23.17954636,27.69000053,13.69669724,11.95285892,19.82237053
14.50864697,6.957432747,24.48505211,2.940966845,18.66947746,23.58514977,28.18000031,13.60867977,12.27445316,20.06599045
15.30434799,6.966859341,26.43817711,2.972370148,19.37304306,23.93066216,29.30999947,13.76439857,13.31966686,21.02264214
14.58564949,7.38166523,25.74570465,2.762516499,18.84790039,23.35229874,27.59000015,13.50034714,13.0449667,20.25613403
13.62953281,8.003875732,24.99108696,2.924964428,18.13087654,22.5035305,25.39999962,13.22276306,12.0064621,19.59658432
13.29585266,6.731174469,24.17432976,2.96602869,18.5213623,22.09042358,24.96999931,13.24306774,12.15385914,20.21454048
12.67341232,7.51364994,23.00245667,2.910169601,18.27899742,21.68481445,23.88999939,13.04672813,11.74515629,19.38860321
12.14080715,6.74060154,21.45771599,2.780634403,17.89859772,20.68582344,23.68000031,13.09412289,11.97965622,18.43789673
13.57177925,8.069869041,23.48186111,3.016756296,18.51462936,22.66126633,27.07999992,14.46852493,14.05667305,20.61859512
13.6680336,7.975593567,22.63846779,3.156860352,18.23522949,23.11945343,26.79999924,14.18416119,14.3514719,19.77482796
14.45731163,8.795777321,24.03227997,3.352823019,18.36651993,24.09591103,26.86000061,14.52269936,15.10187149,19.56686974
14.23913765,9.559398651,27.69883537,3.248652458,18.5651226,24.82449341,26.63999939,14.46176338,13.88916588,20.76714134
14.75891113,10.23817158,26.70451355,3.229628801,18.85126495,24.17853165,27.15999985,14.31280708,14.14377499,19.76888657
15.81128597,9.493409157,27.89413834,3.351314545,18.98928452,24.83200645,29.15999985,15.03047562,16.3011837,21.52771378
14.92574596,8.248989105,26.02979851,3.119116545,18.57522011,23.56261253,27.21999931,14.16386032,15.88578129,20.59482765
13.75145245,7.46651125,24.92006683,2.99229908,18.0904808,22.10544968,24.55999947,13.4461832,13.59436798,20.39279556
14.01455212,7.419374466,25.39947319,2.966330767,18.61562347,22.91665459,24.59000015,13.87949562,15.12867737,21.05235863
13.93112946,7.070561886,24.46729469,2.895072222,18.64255142,22.54860115,24.93000031,13.39879322,15.79197407,21.12365913
13.43702507,7.079988956,23.6327858,2.861556053,18.57184982,22.20308876,23.63999939,13.2972393,16.18728256,20.79089928
12.42956734,4.930537224,22.08804131,2.721149683,18.34631729,21.09894753,21.88999939,13.01964474,16.4552803,20.14323425
13.45627594,6.156101704,25.39059258,2.911981583,19.2350235,22.06037903,24.29999924,13.69669724,16.9309845,21.73569107
13.31510353,5.401908398,23.11786842,2.724773169,18.53483009,21.53458977,22.34000015,13.0602684,17.3664875,20.86816025
12.26914692,5.826141834,22.91366959,2.66136384,18.62235451,20.69333839,22.79999924,12.72851276,17.17218208,20.69584656
12.19214153,5.731868267,23.57064438,2.714808941,19.0431366,21.44445992,22.63999939,12.69466019,17.36747742,20.92757225
11.31943893,4.619433403,23.668293,2.605504513,18.35304832,20.28022385,21.62999916,11.86866474,14.90950203,20.26801872
10.39540863,4.157489777,22.88705063,2.430374861,16.94929886,20.062397,20.75,11.4692049,14.76134396,19.09151077
11.09485149,4.223480701,23.58839607,2.493482351,17.34316254,21.41441345,21.37999916,11.45566177,16.72099495,20.94540787
11.94188404,4.817408085,25.00884628,2.806601286,17.09405708,22.52607155,21.72999954,12.30197144,17.98029709,22.26451111
11.9033823,5.524464607,25.90551186,2.741682529,17.24217033,22.11295319,22.42000008,11.47597599,18.20925713,22.30610847
11.99321842,5.562175274,27.65443802,2.868500948,17.29265976,22.96923447,23.35000038,12.01761532,18.29006195,23.87478065
