A,AAL,AAP,AAPL,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,ARE,AVB,AVY,AXP,AYI,AZO,BA,BAC,BAX,BBY,BDX
28.45902634,9.540543556,56.54179764,10.28583908,17.13720131,39.27724075,34.18000031,29.05278778,23.65103149,31.37944221,42.02999878,17.55918884,21.64229393,9.058825493,31.03599167,20.39818192,34.51186752,1.840344429,29.32117844,20.80930138,52.24000168,50.20677948,20.81999969,14.15662098,22.80828094,12.15673923,8.100000381,25.01921082,100.6972046,40.8938446,45.15091705,38.06364441,9.5625,55.99000168,38.97222519,8.121213913,101.3762436,58.72002029,5.883211136,50.10294342,73.19631958,31.49799919,38.21841431,52.51011658,250.5899963,57.8827095,12.08358955,21.30799484,22.68806839,65.60217285
27.22697258,9.455696106,57.03613281,10.23118591,17.18440056,39.16022491,33.90999985,28.45510864,23.79832077,31.21921158,41.49000168,17.62103844,21.48689651,8.91891861,30.1546936,20.351614,33.11634064,1.78795135,29.47358131,20.60256004,51.50999832,47.38441849,20.52000046,14.09142685,22.55017471,12.18073177,7.929999828,24.3842659,98.89592743,40.67258072,44.34412003,37.82522202,9.343500137,54.93000031,38.6944046,8.008729935,98.80623627,58.33123398,5.883211136,49.17378616,72.67934418,30.8814106,37.28707886,52.25555038,249.9900055,57.29166412,11.57607937,21.0941124,22.53952026,64.8443222
27.13714218,9.663101196,56.76649475,10.04518604,17.41313744,39.89349365,33.49000168,28.37493134,23.41957092,31.46275139,41.31000137,17.81895256,21.79769135,9.037837982,30.00023842,20.59163094,33.7893219,1.799593687,29.32880974,20.55978584,50.34000015,47.06988907,20.29000092,13.76993752,23.08111572,12.04476929,8.020000458,24.03626633,97.02685547,40.90814209,44.12945938,38.70200348,9.097999573,52.15000153,39.128479,7.953511715,98.79030609,57.50740814,5.828704834,48.95935059,72.52425385,30.76255989,37.3117981,52.16124725,252.5599976,56.80444717,11.713027,21.19895744,22.81076431,64.91465759
27.02163506,9.267147064,57.08107758,9.86522007,17.39860916,39.81548309,33.27000046,28.2583046,23.46165085,31.43070602,41.5,17.70762825,21.77976227,8.995865822,30.23645973,20.81733131,33.64846039,1.798138618,29.51930618,20.41720963,48.93000031,47.74858093,19.87000084,13.4686861,23.1179924,12.00477982,7.539999962,24.67731285,97.27862549,40.66544724,44.67718506,38.85581589,8.87100029,52.50999832,39.34554291,8.070084572,99.93604279,57.01314545,5.927704334,48.89439774,72.91201019,30.82199097,37.91345978,52.0669632,252.1300049,57.25172424,11.47940826,20.75442696,22.6751442,65.0005722
27.44515419,9.521689415,57.01816559,10.18921375,17.48938179,40.15092468,34.02999878,28.68104744,23.4406147,31.73835182,41.04999924,17.94884109,21.96504784,9.051829338,30.01842117,21.00718689,32.82680893,1.821424127,29.23737144,20.63107681,49.43000031,47.75687408,19.95000076,13.6597805,23.0663662,12.29269981,7.679999828,24.61625671,97.7725296,40.8938446,45.15091705,39.2326889,8.842499733,53.31000137,39.07640457,8.139616013,98.59934235,57.00656128,6.087882996,49.53114319,73.06061554,31.11171532,37.74039459,52.25555038,251.4900055,58.09036636,11.21357059,20.82990837,22.77847862,65.35993958
27.39382172,9.549971581,57.53944397,10.30848503,17.41313744,40.34594345,33.56000137,28.26559258,23.3845005,31.84732056,40.33000183,17.94884109,21.91125488,8.974881172,30.43635559,20.92478943,32.36512375,1.844710827,29.58027077,20.99465179,47.81999969,47.17749405,19.92000008,13.74296093,23.44244766,12.29269981,7.480000019,24.75667763,96.48451233,40.80106735,45.23233414,39.50958633,8.835000038,51.81999969,39.55390167,8.597728729,97.58085632,57.12519073,6.127926826,50.58376312,74.08808136,31.20827675,36.9244194,51.7275238,248.6999969,57.69899368,10.97995281,21.379282,22.69452095,66.10217285
27.31681442,10.18160915,57.74616623,10.3824625,16.9738102,40.83739471,33.52000046,28.34576988,23.4406147,31.06538963,40.88000107,17.83751488,21.76183128,8.834978104,30.41817474,20.90688133,32.56075287,1.858537436,30.00697708,21.15148735,48.02000046,47.26853561,20.51000023,13.7272253,23.36133766,12.36468124,7.489999771,24.89100075,98.16960907,40.31567383,45.20272446,39.94799042,8.769499779,52.97000122,39.73622894,8.83700943,97.15122223,57.28334045,6.154625416,50.26538849,74.66322327,31.44601631,36.64419174,52.34041595,250.0700073,55.92586136,10.91551018,21.34573746,22.59764099,65.72714233
27.23981285,10.41729355,57.65628052,10.36313915,16.83947754,40.8452034,33.84999847,28.55714417,23.44761467,31.18716431,40.77000046,18.00450897,21.92918968,8.848965645,30.99964523,20.94987297,32.84246445,1.870179892,30.38035393,21.38673973,47.99000168,47.07818222,20.89999962,14.12739372,23.51620293,12.87654209,7.75,24.46364021,101.2782364,40.31567383,46.25378418,39.994133,9.222499847,52.54999924,39.85775375,8.94370079,92.5602417,56.90111542,6.314800739,50.6162529,75.07029724,31.29742622,36.71012878,52.09523773,256.1000061,56.35716248,11.01217651,20.54054642,22.46848679,65.27404022
26.29652596,9.578252792,57.60235596,10.14844704,16.51633453,40.18993378,32.49000168,27.91574669,22.97769547,30.69365692,39.97000122,17.56537056,21.43310738,8.653101921,29.93665123,20.41609383,31.50434875,1.812692642,29.70218277,21.17287064,47.75,46.00220871,20.35000038,13.42597294,22.97050667,12.61261272,7.489999771,23.81647682,98.55696869,39.46625137,44.64018631,39.47112274,8.55700016,51.84999847,39.47451782,8.679018974,91.37467957,56.52546692,6.120139599,49.73908615,73.52588654,30.74770355,36.14965439,50.96377945,251.0599976,55.29489899,10.95578861,20.38118935,22.02931023,64.5005722
26.84196281,9.351996422,57.46755219,10.24568272,16.39652634,40.15092468,33.04999924,28.30202866,22.91455841,30.70005608,40.68000031,17.54681587,21.32551956,8.674082756,29.92755508,20.62745094,31.57476807,1.859992623,29.89267731,21.1586113,48.31999969,46.48225021,20.82999992,13.31805897,22.96313667,12.54862976,7.829999924,24.89710617,98.61506653,39.31634521,45.63202667,39.11732101,8.482000351,52.45000076,39.84034348,8.783659935,94.97110748,57.50084686,6.155736446,50.05744934,74.91523743,31.26770401,35.75406265,52.04810715,253.5299988,55.49456024,11.06051159,20.33506012,21.95828056,64.80526733
26.98313141,9.342569351,56.9372673,10.41809082,16.42193985,40.85300827,33.50999832,28.91427803,24.33839607,31.34739113,42.15999985,17.74473953,21.48689651,8.8559618,30.70890999,20.9677887,32.13038254,1.873819113,30.35748863,21.35109711,49.06999969,47.78997803,21.37999916,13.99475479,23.30234909,12.97251511,8.220000267,25.55036736,96.85250092,39.76604462,46.57204056,39.82492447,8.605500221,53.52999878,40.2932663,8.88830471,94.66871643,59.0627327,6.328150749,50.42132568,74.6567688,31.05226707,35.93538284,52.9438591,255,56.14152145,11.52774429,20.40635109,22.21660805,65.48495483
26.45695305,8.974900246,55.37340927,10.39665413,16.60347748,41.00122452,33.43000031,28.97988892,24.78027153,31.34739113,43.40999985,17.60866737,21.33149338,8.786011696,30.34550095,20.45549583,32.21643066,1.857082248,29.79363441,21.308321,48.06000137,47.70720673,21.95000076,13.48891926,22.95576096,13.07648945,8.289999962,25.30615425,97.23987579,39.70892715,46.23897552,39.92490387,8.67650032,54.11000061,40.3890686,8.832906723,96.32374573,58.68049622,6.357070446,50.01848221,74.08808136,30.53969002,36.0342865,52.67043304,251.7599945,56.70859528,11.47135258,20.33925438,22.40389252,65.40686035
26.30293846,9.040892601,56.15533829,10.37008095,16.70151329,41.17282867,33.52999878,28.59358788,24.86443329,31.45635033,43.75,17.60248375,21.40919304,8.786011696,30.22738457,20.36952782,31.75476646,1.86799705,29.78598976,21.21565056,48.11000061,47.59961319,22.04999924,13.41023731,23.02212334,12.90853405,8.329999924,25.08636284,95.89376068,39.58046341,43.06360245,40.51713181,8.685500145,53.88999939,40.20615005,8.773403168,94.14359283,58.38394165,6.314800739,49.97949219,74.61151886,29.08365822,35.87768936,53.11358261,255.0099945,56.69264221,11.62441444,20.2889328,22.61702538,65.75055695
27.58632088,8.710929871,57.50349045,10.46247864,16.74507713,40.99341965,33.36000061,29.15480995,25.31333351,31.62299156,43.68999863,17.46022797,21.2896595,8.688076019,33.99785233,20.58804893,31.30089569,1.771941423,30.06793022,21.42238426,47.88000107,47.87273026,21.86000061,13.80590916,23.1179924,13.18846226,8.399999619,25.42825699,96.60073853,39.40200043,42.98959351,41.2170105,8.796500206,54.25999832,41.9481926,8.781606674,92.96600342,58.39712524,6.398227215,49.15428162,73.5388031,28.80879021,36.11670685,52.95328522,258.7000122,57.01211166,11.51163197,20.34764099,22.75910378,66.0161972
28.51677704,9.163446426,57.97086334,10.62492561,16.58895111,41.08701324,33.56000137,29.05278778,25.2151413,31.71912384,43.52000046,17.70762825,21.54068947,8.779014587,33.49814606,21.02868271,33.00679779,1.768303156,30.22034645,21.52218819,47.38999939,47.53340149,21,13.78118038,23.50881767,13.10848331,8.329999924,25.62362862,98.61506653,39.17358398,43.4484787,41.27086639,8.821499825,55.04000092,42.41854858,8.787765503,93.70599365,58.81891251,6.404900551,50.47330856,74.15270233,29.12080002,36.94090652,53.75475693,258.0299988,57.45141602,11.81774902,20.48602867,22.59764099,66.90685272
28.34352684,9.314290047,58.33036041,10.72517586,16.55990791,41.06361771,33.56999969,28.87783813,25.31333351,31.73835182,42.93000031,17.73236656,21.6920414,8.751032829,34.19773865,20.74209404,33.15547943,1.73919487,30.25081444,21.55070114,48.09999847,47.64926529,21.26000023,13.92506123,24.01026154,12.92453575,8.239999771,26.27688408,97.96622467,39.21640015,44.51436996,41.74771118,9.152999878,54.43000031,42.84535217,8.740576744,93.4911499,59.01660538,6.342609882,50.52527237,74.15270233,29.26194191,37.81456757,53.92448044,259.8299866,58.0743866,11.76941776,20.59087753,22.18431282,63.30524445
27.8686657,9.314290047,59.31900024,10.81454754,16.53448486,41.11042023,33.00999832,29.01633453,25.26423454,31.52044868,42.24000168,17.69525528,21.63755417,8.639108658,33.90699768,20.42684555,32.16950226,1.744289637,30.4870224,21.40812111,47.99000168,47.35960007,20.71999931,14.02172947,23.86278152,12.69259262,8.229999542,26.05099106,98.31484222,38.85238647,45.44234848,41.98613358,9.265000343,53.65000153,42.87147903,8.59079361,92.41700745,58.31803894,6.384878635,50.47982025,74.34657288,29.78939438,37.68268204,53.50018311,261.7600098,58.34755325,11.79358292,20.90120697,21.8613987,63.57868958
28.23443794,9.286003113,58.64493942,10.70524597,16.51633453,41.33665848,33.56999969,29.1475296,24.8574295,31.7768116,42.75,17.73855782,21.55884933,8.737044334,34.03419113,20.30503845,32.30252075,1.745744467,30.09841156,21.45802689,40.75,47.32647705,20.79000092,14.04646206,23.00737381,12.89253807,8.220000267,26.7714138,101.1910858,38.73816299,45.9471817,42.30147934,9.310500145,54.40000153,43.20246124,8.635933876,93.69006348,58.39712524,6.452730179,50.98662567,74.579216,29.53680992,38.38328171,53.83962631,259.6400146,58.37162018,11.6727457,20.88443565,21.99702644,63.43806839
28.88896751,9.549971581,58.68986893,10.7749958,16.54175758,40.87640762,33.66999817,29.5848484,25.40451241,31.87294388,42.68999863,17.77566338,21.71020317,8.709064484,34.20682144,20.60756493,32.57639313,1.769758344,30.47941017,21.60061073,41.43000031,47.47546005,20.87000084,14.36570168,23.14748192,12.80456448,8.279999733,26.68593407,105.1713333,38.35984421,47.41714096,43.63205338,9.462499619,54.36999893,43.45506668,8.720058441,95.26551819,58.69368362,6.509460926,51.31799698,74.960495,29.92310333,38.53161621,54.67881012,260.8800049,57.95388412,11.89830303,21.67283821,21.69993401,63.50837326
28.74137115,9.399133682,57.32373428,10.84534645,16.69425201,40.88421249,33.86000061,29.87639809,25.70611763,31.89219475,42.34000015,17.70762825,21.50436592,8.77202034,34.00694275,20.53912735,32.31817627,1.786495328,30.2660408,21.68615341,42.09999847,47.69065857,20.96999931,14.50283718,22.83039856,12.95652199,8.630000114,26.52719688,106.6530075,38.44550323,47.72895432,43.07828522,9.520999908,54.24000168,44.30865479,8.676968575,96.41923523,59.33295059,6.464966774,51.40893936,75.01863861,30.01968193,38.34205627,54.42422104,260.8200073,58.0503006,11.99497604,21.68542099,21.35119057,63.74273682
27.36815453,9.50283432,57.09904861,10.86708546,16.9738102,40.55656815,33.93999863,29.88368988,25.68498611,31.7575798,42.70999908,17.80040169,21.6920414,8.765027046,33.76162338,20.57154655,32.12252808,1.787223101,30.73086739,21.80734634,42.95000076,47.81481171,20.51000023,14.4960947,22.5206871,12.89253807,8.600000381,26.25246048,106.2365875,38.43122482,47.06821823,42.92445755,9.451499939,54.11999893,44.70062256,8.642091751,94.95519257,59.45817184,6.397115707,51.27900314,75.01217651,30.0939827,38.07007599,53.92448044,260.8099976,57.35941315,11.89830303,21.64347649,21.23493958,62.84429932
27.95851135,9.521689415,57.88996506,10.96461582,16.79590416,41.66428375,34.68999863,29.76706505,26.14993477,31.72554016,43.84000015,17.86843872,21.65571213,8.765027046,34.50664139,20.8344574,32.30252075,1.803311348,30.86801529,22.17092323,42.79000092,48.46866989,21.02000046,14.46461868,22.78615379,13.07648945,8.989999771,26.20362473,108.3671265,37.79594421,47.78092194,42.77832794,9.331000328,54.50999832,45.11870956,8.687227249,95.88613892,62.35130692,6.392663956,51.85729218,74.85061646,30.42083359,38.62229538,54.05648804,262.7799988,58.22705078,11.95470047,21.9663887,21.09931946,62.50056458
28.18309975,9.351996422,56.45192719,10.81877422,16.81769562,42.15575027,34.97999954,30.02217293,26.40354347,31.94344139,43.65999985,17.78803444,21.70415306,8.981878281,34.85189056,21.34947014,32.9128952,1.788685799,31.42427063,22.39191055,42.66999817,48.87423706,21.03000069,14.55229664,23.30971909,13.13247776,9.43999958,26.21583176,107.8732224,37.4104805,47.72895432,42.0322876,9.387999535,54.77000046,45.22324753,8.744678497,95.97364807,61.90978622,6.391553402,51.87678528,74.76015472,30.51741028,37.73213959,53.86790848,255.5700073,58.03423309,11.93053246,22.03768349,21.22202492,62.70370102
28.18309975,9.163446426,56.07444763,10.58507252,17.02101517,41.82030487,35.38999939,29.97114563,26.5233078,32.00754929,43.40000153,17.86843872,21.64966583,9.009853363,34.78829575,21.27743149,32.48250198,1.798192024,31.78240395,22.54162216,41.56999969,49.12253189,20.79000092,14.39492798,23.67843056,13.17246628,9.180000305,26.32572556,108.6576843,37.28913116,48.05561447,41.73233414,9.324999809,55.09000015,46.10297012,8.71185112,95.48828125,62.58200073,6.383767128,51.81180573,75.00572968,30.5322628,37.52610016,54.16020584,255.6399994,58.67690659,11.88219833,22.23898506,21.33827782,63.50056458
27.26547241,8.644939423,55.21162796,10.22423935,17.05368614,40.85300827,33.74000168,29.19854736,26.05130577,31.47558212,42.09999847,17.11387444,21.55884933,8.632115364,33.8615799,20.87406731,31.35567474,1.772598028,31.14234161,22.29211617,40.22000122,47.28509521,19.86000061,13.48891926,23.40558815,12.52463627,8.850000381,25.4526825,103.8348923,37.03217316,46.86777115,40.74785995,9.020999908,54.02000046,45.50195694,8.44511795,93.14902496,60.51919556,6.292554855,51.43495941,74.39824677,29.6928215,36.50408173,53.41531372,252.5899963,56.98182678,11.42301941,21.93284988,21.39639854,62.25056839
25.95643044,8.003875732,54.55551529,10.3453207,16.87215996,39.98711395,33.38000107,28.57901001,25.2693367,31.3089447,39.59000015,16.79224586,21.41960907,8.569162369,33.66168213,20.73361397,31.30089569,1.762360215,30.78420258,21.87150764,39.99000168,46.95402527,19.30999947,12.88866043,23.22859192,12.50864315,8.550000191,25.26951599,101.0070953,36.45398712,47.00140762,39.87876129,8.833999634,53.31999969,45.26678085,8.131196976,96.22029114,59.89971542,6.278093338,50.7266922,74.12688446,29.14308929,35.80348969,52.70814133,250.6399994,56.41948318,11.41496277,21.68961334,21.13160896,61.78961182
26.40561295,7.947312832,55.11275482,10.35317326,17.13720131,40.36933136,33.45000076,28.62273979,25.66383743,31.39867401,40.43000031,16.78606224,21.25614548,8.44324398,34.46121597,20.60756493,31.63737488,1.738959551,30.37109566,21.84298706,39.65999985,46.36637878,19.54000092,13.07526207,22.91888428,12.66059971,9.100000381,25.14741898,101.3073044,36.36832428,46.99396896,40.64787292,8.887499809,54.11000061,45.22324753,8.231735229,95.8781662,59.87993622,6.30812788,49.92750931,74.11393738,29.06137466,35.9024086,52.89671707,253.25,56.84527588,11.25384617,21.67283821,20.77640533,61.78180313
27.18205833,8.079295158,56.29014969,10.51260567,17.29695702,40.70478439,34.63000107,29.1475296,25.98085785,31.79603195,42.75,17.02109146,21.35906029,8.576150894,33.91608047,20.83085442,30.15841293,1.809161305,31.09020424,22.17804718,39.47999954,47.37613678,20.29000092,13.31356335,23.21385193,12.89253807,9.289999962,25.72741127,103.6218338,37.30340958,47.15729141,41.34778214,8.862000465,55.83000183,45.71969986,8.313802719,98.28903961,60.24899292,6.323700428,50.89565659,76.32397461,29.23965836,35.87768936,53.46245956,255.3899994,58.08243561,11.43912983,21.98317337,20.90556908,62.63336182
27.00238609,8.117002487,56.33508301,10.66508293,17.46396828,40.15872574,34.5,29.06736374,26.1921978,32.04599762,42.04999924,17.29323387,21.66176796,8.653101921,33.94333649,21.19820023,29.00028229,1.875706792,31.08255959,22.38479042,37.52999878,47.64099503,20.85000038,13.36527252,23.4350853,13.19778347,9.210000038,25.61141586,103.3797226,36.63957214,47.00882721,41.50159454,8.664500237,56.31999969,45.85036087,8.289187431,99.15633392,60.63124466,6.393778801,52.1106987,78.21089172,29.84523392,35.9106369,53.29273987,257.9500122,57.84946442,11.51163197,22.28930473,20.82161331,62.50056458
26.10402679,7.494794369,56.29014969,10.54732418,17.24612045,39.90910721,33.97000122,28.54985237,25.79769897,31.6550293,41.20999908,17.01490593,21.37117195,8.904928207,33.92516708,20.72641182,28.7185688,1.778448105,30.49349785,22.07111549,37.36000061,46.63122177,20.52000046,12.79873466,23.1843605,13.01303196,9.029999733,25.27563095,100.4841461,37.05358505,46.57822037,40.54790115,8.472000122,54.93000031,45.19709396,8.149665833,96.16459656,59.24727249,6.259182453,50.49279022,75.6713028,29.74055862,35.56447983,52.95328522,263.519989,56.33111572,11.22162819,21.88671684,20.9636898,61.8755722
26.60453606,7.51364994,56.64067459,10.63216877,17.31147194,39.90128708,34.47999954,29.12891197,25.903368,31.93705368,40.34999847,17.08294106,21.54674339,8.96089077,34.24314499,20.38067055,29.18808556,1.763091683,30.17984009,21.985569,38.11000061,46.36637878,20.79999924,12.70881081,23.08111572,13.18975449,9.170000076,25.70299339,101.1717224,36.68240356,45.88037491,40.20948029,8.600999832,55.06999969,44.43932724,8.182491302,96.34760284,59.58997726,6.337048054,49.79103851,74.6244278,30.29381371,35.45732498,53.11358261,262.8399963,55.88927078,11.14907455,21.80284119,20.95077324,62.086483
27.47723389,7.881320477,57.93489838,10.85682201,17.554739,41.36785889,35.04999924,30.02315521,26.26969719,32.38567352,41.16999817,17.35507774,21.77074814,9.170749664,35.31524658,20.8200531,29.35241127,1.800386429,30.63885117,22.37766457,37.77999878,48.2617569,21.60000038,13.21914101,23.50881767,13.53515816,9.279999733,26.30130005,105.8298492,37.38192368,47.51366043,41.0170517,8.639499664,55.27999878,45.24065018,8.422549248,99.14838409,60.56536484,6.518359184,50.44732666,75.8910141,31.18349075,36.51232147,54.23563004,266.5299988,57.60843658,11.50378227,22.60803032,21.33182335,63.33647537
29.99908638,7.805899143,57.33273315,10.8701086,17.6781826,41.07143402,35.27000046,29.78126907,26.03017044,32.25750351,40.70999908,17.24993515,21.38933563,9.156758308,34.83372116,20.67959023,29.25851631,1.784297705,29.90442657,22.04259682,37.36999893,48.23691559,21.68000031,13.16068745,23.38345528,13.43876553,9.229999542,25.92888832,104.0285568,37.346241,46.97171021,40.81708145,8.583499908,55,44.82255173,8.496415138,97.56501007,60.1171875,6.503902435,49.99896622,74.33363342,31.02648735,36.0342865,53.64160156,265.4200134,57.68076706,11.38285542,22.56188774,21.1122303,62.66463852
29.43439674,7.824752808,56.66763687,10.73000431,17.60919762,40.86860275,34.72000122,29.04094887,25.88223267,32.09086227,40.11000061,17.19662666,21.55884933,9.072814941,34.19773865,20.44190025,29.03158188,1.755779266,29.87382317,21.88575745,36.54000092,46.9622879,21.51000023,12.9763422,23.17698097,12.82024479,8.840000153,25.62362862,101.6365662,36.93223953,46.54110718,40.8247757,8.454000473,53.93000031,44.56996155,8.465636253,96.25211334,59.02322006,6.431599617,49.92750931,73.57759094,30.8096714,36.02604294,52.25555038,263.25,56.94167328,11.31030464,22.27253342,20.54389763,62.03959656
29.4985714,8.748641014,57.59337234,10.74207973,17.68181038,40.7671814,35.29000092,29.18755531,26.05835342,32.61000061,40.68000031,17.56038284,21.78285217,9.268679619,34.30675507,20.59675789,29.19591522,1.772598028,29.48368454,22.06398773,36.50999832,46.9954071,21.79999924,13.65078831,23.59731102,12.68369102,8.989999771,25.91667175,103.2731857,37.48899841,47.13502121,40.0864296,8.344499588,54.72999954,44.9793396,8.71185112,96.56246948,59.23408508,6.459406853,50.6227417,74.29488373,31.01901054,37.28707886,53.37759781,267.9599915,57.87356186,11.84236526,22.37799644,20.42119789,62.77780151
29.54990005,8.418681145,57.97985077,10.64274025,17.81615067,40.59557343,35.13000107,28.22733879,25.78359795,32.86175537,40.34000015,17.82378387,21.97659111,9.359617233,34.57024384,20.45990372,29.03939819,1.795267344,29.47602272,21.91428375,36.56999969,46.69744492,21.78000069,13.52039433,23.8051548,12.29008389,8.670000076,26.13036537,103.7574081,37.46044159,46.1847496,40.1402626,8.452500343,54.38000107,44.60479355,8.777504921,96.01342773,59.04296112,6.42158556,50.34334564,75.23189545,31.06387711,37.13046265,53.44360733,268.2099915,57.91373062,11.76174641,22.39064026,20.20160675,62.55007935
28.79911995,8.56952095,58.32138062,10.46761036,17.60919762,40.08851624,34.86000061,27.79487038,24.97345924,32.52610016,39.90000153,17.35969353,21.64360619,9.170749664,33.48908234,20.06014061,28.54641533,1.771135807,29.20061111,21.714674,36.40999985,45.42282867,20.95999908,13.56760597,23.55276871,12.01697159,8.420000076,25.40994072,100.7455902,37.00361252,45.80612183,39.05581284,8.30700016,53.04999924,43.47249603,8.479998589,92.24991608,57.92921448,6.278093338,49.81054688,74.46932983,30.48818779,36.28154755,51.87840271,266.7099915,57.27104187,11.49571991,21.98147202,19.96265411,61.51346588
29.09430122,8.654366493,58.95950699,10.62824631,17.59468079,40.23673248,34.61000061,27.96346664,25.42432594,32.53900146,40.11000061,17.39104652,21.67992783,9.16375351,33.16199493,20.00612068,29.22720337,1.79307282,29.20826721,21.99269676,36.20000076,45.57640076,21.04000092,13.64628983,23.74575996,12.04910374,8.649999619,25.63583755,101.6849823,38.20994568,46.1624794,39.07888031,8.403499603,53.08000183,44.63963699,8.61951828,94.54144287,57.34926605,6.260298252,50.15493011,76.02671814,31.08630371,36.49584579,51.82180023,265.9299927,57.55222702,11.59245586,22.18817139,20.35661125,61.93753433
28.77345085,8.362117767,58.6719017,10.67564964,17.50753975,40.13531494,34.08000183,27.97812462,25.22002983,32.33890152,40.38000107,17.11509705,21.39539146,8.911923409,32.7440567,19.41187859,29.3445816,1.770404339,29.07056427,21.99269676,36.06000137,46.58921814,20.85000038,13.43496418,23.55276871,12.01697159,8.430000305,25.00088882,99.50601959,38.20281219,45.70220184,38.62508392,8.336500168,51.90000153,45.24937057,8.61951828,94.780159,57.25699234,6.266416073,49.61561203,74.90233612,31.16854668,36.19087982,51.52008438,264.8099976,56.82920837,11.47153473,21.98990822,20.43410301,60.99515533
28.11892319,8.40925312,58.79774094,10.43017197,17.30058479,39.01980591,33.04000092,27.56031418,25.00868797,31.84187508,39.25,16.87677765,21.14111328,8.793006897,32.68953705,18.32783699,28.78116417,1.759435296,29.24652672,21.68615341,35.74000168,45.360569,20.43000031,13.28658581,23.24843597,11.95271015,8.279999733,24.85415459,97.52072906,37.83162689,44.50693893,38.47126389,8.25399971,51.79000092,45.61518478,8.601050377,93.76167297,56.49910355,6.204109669,49.85602188,75.01217651,30.64521217,35.96833801,51.58607483,263.1400146,55.98566437,11.25387383,21.61447906,20.01431465,60.43757629
27.16280746,8.060440063,58.35733795,9.964570999,16.95929146,38.20851898,32.09000015,26.78336525,24.26195145,31.21575165,38.47000122,16.8015213,20.74154091,8.541176796,31.57203484,18.24860764,27.84996986,1.739691138,28.94050598,21.41525841,34.95999908,44.07381058,20.32999992,13.07076359,22.81048584,11.61533737,8.119999886,24.57901764,95.30302429,37.61034012,43.52696991,38.79431152,8.234999657,51.34000015,44.7877121,8.531293869,90.52328491,55.4380455,6.062802315,48.96586609,74.55337524,29.95738411,34.91336441,50.69032288,261.3099976,54.37898636,11.03621197,21.18421745,19.91744232,60.09988785
27.23981285,8.003875732,57.9528923,10.10436726,17.15898323,38.23971558,31.84000015,27.38440132,24.48033714,31.48040581,38.56000137,16.90813255,20.34196281,8.91891861,31.61744881,18.16937065,27.93604851,1.776986003,29.3765831,21.45802689,36.47000122,44.69642258,20.32999992,12.90215206,23.0777092,11.91254997,8.31000042,24.91528893,95.45797729,38.23136902,44.41784668,39.2557869,8.048500061,51.02000046,45.12739944,8.59284687,93.97652435,56.84178925,6.098408222,48.77093887,75.59377289,30.03214455,35.78700638,50.80348206,261.9500122,54.86902237,11.26999283,21.53433609,19.9368248,60.08419418
27.55423737,8.446961403,58.24050903,9.984495163,17.39499474,39.19921494,31.98999977,27.72157097,24.62828445,31.82896423,39.40000153,16.98967361,20.46910286,8.611129761,31.89912415,18.24860764,27.34915924,1.797461033,29.88147163,21.44377518,36.18999863,44.88736343,20.90999985,13.49566269,23.1222477,11.92057896,8.550000191,25.06203842,97.00745392,37.78881073,45.44978714,38.9327507,8.090999603,51.31000137,45.26678085,8.701589584,95.56785583,57.99511337,6.137348175,48.874897,75.89748383,30.72743034,36.40517807,51.64266586,262.980011,55.51169968,11.31836319,21.84226799,20.36306572,60.39048004
28.20235252,8.644939423,58.42023468,10.24507713,17.43855095,39.27724075,32.34000015,27.94149017,25.27639389,32.20980453,40.97000122,17.25306892,20.62046242,8.827980995,32.31703186,18.9184742,28.97680855,1.812086463,30.66179466,21.72179413,36.38000107,46.09111023,20.79999924,13.76319599,23.22616959,12.21778965,8.550000191,25.8691082,100.0483475,37.89587021,45.42009735,35.84858322,8.225999832,52.74000168,45.46711349,8.8677845,99.5382309,58.24554825,6.249727249,49.8885231,76.31106567,31.19096375,36.52879715,53.84905243,264.0899963,57.19874954,11.32642746,22.22191429,20.60202408,61.18362427
27.71466827,8.390398979,58.4112587,10.30244923,17.41313744,39.27724075,32.88000107,27.83151627,25.38910294,32.31307983,41.50999832,17.06493187,20.68099594,8.72305584,32.18984985,19.03012085,28.91420555,1.797461033,30.19513893,21.60773277,36.56000137,45.88357544,20.73999977,13.50690746,23.36719704,12.13746166,8.359999657,25.52060127,101.7818222,37.67460632,44.17284775,37.47142029,8.130000114,53.54999924,44.97062683,8.756989479,100.1588745,57.9094429,6.127336025,49.1282959,75.74239349,31.00405884,36.88321686,52.57613373,264.7200012,57.72093582,11.18938255,22.21347427,20.29202843,61.29356766
28.02267647,8.230132103,58.78009033,10.24175358,17.4240284,39.52685928,31.68000031,28.13205338,25.43842316,32.33890152,41.61999893,17.15900612,20.8868351,8.716053963,32.24435043,18.89326477,28.60118675,1.779179096,29.8661747,21.62912369,36.66999817,46.24054337,20.34000015,13.64628983,23.27812195,12.1776228,8.590000153,25.58174133,101.9173889,37.61034012,44.35102844,38.04825211,8.265999794,53.68999863,44.85741043,8.748780251,99.08470154,58.35759354,6.071703434,48.77093887,74.85708618,30.89191437,37.10574722,52.41583633,270.0599976,58.41984177,11.00396633,22.11224174,20.56973267,60.95588303
