A,AAL,AAP,AAPL,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,ARE,AVB,AVY,AXP,AYI,AZO,BA,BAC,BAX,BBY,BDX
21.72767639,13.04754353,31.6123867,4.087161064,18.53390121,25.5964241,34.93000031,18.82950401,29.14183807,23.62306404,41.15000153,22.97596169,22.087677,13.35389805,48.18065262,20.29372215,699.4661255,1.876448989,46.66020203,15.44669247,30.20000076,28.6274929,11.77999973,5.687828064,32.7084465,13.53253746,7.590000153,17.59396935,95.28367615,33.25614548,38.69555664,28.78808403,3.88499999,34.90999985,36.12120438,4.511157513,74.3567276,54.79483414,4.417686462,57.48435593,51.28526306,34.49736023,37.7540741,41.10527039,120.6500015,60.96054459,32.62866592,23.9049511,30.07328415,63.90662766
22.11269188,14.50879192,32.22201157,4.038547039,18.98587227,25.90695572,34.47999954,19.32081985,30.14902687,23.26797295,41.95999908,23.38680267,22.72348022,13.61271572,48.14447021,20.16416168,709.1364746,1.93445015,47.41651535,15.79346657,31.04000092,29.51987839,12.06000042,6.054276943,32.84134674,14.25749779,8,17.7737484,100.1839142,33.80578232,39.96187592,29.726408,3.73149991,36.11000061,37.37165833,4.677476406,76.78176117,56.4263916,4.405508995,58.92028809,54.24929047,35.15065002,38.11523819,42.53236389,121.5899963,60.65274048,33.2790184,24.27994347,29.91283607,64.44632721
22.11269188,13.63204288,32.11600494,3.975137949,19.15082169,25.25632095,35.20999908,19.05524635,29.28762627,23.13407516,41.22000122,23.80276299,23.2093811,13.73863125,48.15353012,20.12430382,705.319519,1.87597394,48.29525375,15.51969337,30.04999924,30.246418,12.69999981,5.755272388,32.33630371,13.95542812,7.920000076,17.56599808,99.65127563,33.67728043,38.66057968,29.6571846,3.69749999,36.65000153,36.95484543,4.554994583,76.78960419,55.77254486,4.418793201,58.89685059,52.10007477,34.75069809,36.62444687,41.81881332,117.5999985,60.75531387,32.53999329,24.42205429,29.90666771,65.20786285
21.55442047,13.71688938,30.94975853,3.905992031,18.91658783,24.78313065,33.95999908,18.35809708,27.84975433,22.48790741,39.84999847,23.1146183,22.4391861,13.92050743,47.44790268,19.55293655,673.5079956,1.77090776,47.28684616,15.12425327,29.95000076,29.2987442,12.71000004,5.813724041,31.61196518,13.66846943,7.210000038,17.25839233,95.30302429,33.05627823,36.51976776,28.41889763,3.604500055,35.74000168,35.78775787,4.493110657,74.30998993,54.87427521,4.228403568,57.44333267,50.14231873,33.69743347,35.11827087,41.00592804,114.8000031,59.86856461,31.31315804,23.81811142,28.49341011,64.36502838
21.58009338,14.46165466,30.75535965,3.683758736,19.04525948,24.99755096,32.75999832,18.17219734,27.33954048,22.06876755,38.72000122,23.10949516,22.77837563,13.59873295,48.19874573,19.50642014,662.9467773,1.744760513,46.34328461,14.89306259,29.72999954,29.62253189,13.39000034,5.971095085,31.25975418,13.20026398,6.739999771,17.05464745,93.55016327,33.21331406,36.02303696,29.02651405,3.424499989,34.74000168,35.72939301,4.549835205,74.0214386,54.63596344,4.20958519,56.0367012,50.22979736,33.55078506,35.24891281,40.88850403,114,58.852211,31.28360367,23.65232658,28.56129456,64.51289368
20.80364609,14.51821804,31.73608971,3.660810471,19.16731453,24.53915215,32.61999893,18.41121101,27.37267876,22.23176193,38.56999969,22.85271454,22.79402542,13.58473873,47.00463867,19.90838051,657.2207031,1.800858855,44.11040115,14.96606636,32.40999985,30.04109573,13.15999985,6.342039585,31.67841911,13.32863903,6.590000153,16.78298569,96.65883636,33.35606384,36.62471008,28.54195786,3.54550004,33.95999908,35.85443878,4.667159081,76.23595428,54.52594757,4.235044479,57.84188461,50.82592773,33.71075439,35.69460297,40.32852554,116.5999985,58.73436356,32.05220795,23.96810722,29.14141846,66.23548126
20.53413391,14.30138779,30.90556335,3.788835764,18.73844528,25.10105705,33.18999863,18.43777847,27.43893814,22.0629425,38.93999863,22.74999619,22.52267647,13.38887596,45.86480331,19.93162537,644.8779907,1.711481333,45.11878586,15.06341362,32.34000015,30.05689621,13.01000023,6.180174828,30.94741631,13.54008579,6.340000153,17.00670815,95.64199066,33.23472977,36.16296387,28.92652702,3.674999952,33.88000107,34.92910385,4.659423351,78.46602631,54.49540329,4.148707867,55.84328461,49.51344299,33.43744659,34.56499481,40.39174271,115.6200027,58.42504883,31.15796471,23.94048119,28.82049179,66.50169373
20.4442997,14.24482059,31.7537632,3.908709288,18.58669281,25.25632095,33.84000015,18.75647163,28.4593544,22.38312531,39.25,22.67811394,22.66357422,13.54976368,45.33106995,19.76552963,569.2944946,1.675350785,43.95192337,14.47937393,34,30.14375687,13.09000015,6.220640182,30.38256645,13.96298122,6.28000021,17.22641945,96.00997925,33.10623932,35.48434448,29.74947929,3.759500027,35.20000076,34.5456543,4.647819042,80.72729492,55.46702576,4.241687298,55.6791954,48.70404053,33.42412949,34.29602814,40.98786926,117.5899963,59.75069427,31.14319801,24.0312748,29.23396683,66.03588867
20.43787766,14.0468502,31.00276566,3.770115614,18.45802498,25.99567604,34.38000107,18.76975441,28.87680626,22.88375473,38.47999954,22.76027107,22.90361786,13.38887596,45.75625229,20.53290176,587.1087036,1.735252261,43.47652817,14.40028572,33.13999939,31.38363457,13.25,6.166683674,30.63510513,13.69023228,6.409999847,17.27836418,98.56666565,33.22045135,36.9185524,30.2340107,3.722500086,35.27000046,35.0625,4.718732834,81.71760559,56.0903244,4.191876411,56.28873062,51.2415123,33.69077682,34.64183426,40.95173264,116.25,61.54036331,31.64573479,24.26809883,28.94390297,66.88609314
20.97047997,14.44279861,31.30316353,3.90719986,18.64607811,26.49843025,35,18.95565605,29.12860107,23.18646812,38.74000168,22.8321743,22.88796806,13.61971283,44.56213379,20.69235039,579.2195435,1.757121444,42.972332,14.41244888,34.24000168,31.49417877,13.18999958,6.25661087,31.23317909,15.08425713,6.699999809,17.53404427,100.4841461,33.59163284,36.8695755,30.61858559,3.886499882,36.65000153,34.79574585,4.883758545,84.38432312,56.35305405,4.349057674,56.69899368,52.37353134,34.17072296,36.00198746,42.54138947,116.2600021,62.95440674,32.02264786,24.41810036,28.74642944,67.21881104
20.23895454,13.23608971,30.03973389,3.84862113,18.26998138,26.32838631,34.95999908,18.80958557,28.92922592,23.07004738,38.70000076,22.59594154,22.46005058,13.49380112,44.52593994,20.65581512,578.965271,1.728121042,44.47773743,14.29077244,33.29000092,31.09142303,12.90999985,5.935124397,30.95407677,14.53878117,6.53000021,17.38622665,97.69506073,33.38463211,36.08600235,29.87252808,3.789999962,34.79999924,34.67902756,4.783193111,83.31606293,55.96197128,4.30477953,55.16343307,50.8751297,34.21738434,35.1105957,41.4756012,113.1200027,62.76290512,31.21710396,23.81021309,28.24654961,67.27793884
19.66784859,13.58490562,29.73932648,3.763170481,18.32607269,25.55205917,34.66999817,18.54400444,29.32797623,23.13407516,38.15000153,22.64216614,22.4913578,13.49380112,45.99144745,20.73585129,586.7271118,1.741432548,44.95312881,14.52804089,33.77000046,31.24146461,13.02000046,6.279092312,30.68825531,14.42512798,6.449999809,17.05864143,96.66853333,33.29183578,36.56874084,29.94944,3.648000002,34.61999893,35.42097473,4.718732834,82.80145264,56.06591415,4.245007992,55.61473083,50.36651611,33.93740845,34.6648941,41.92722321,113.6200027,62.73345947,31.55706215,23.4233799,27.53683472,66.80479431
19.84753036,13.11353111,29.86301613,3.689193249,18.3326664,25.71471596,34.90000153,18.21203041,30.14540291,23.0118351,37.90000153,22.70378494,22.2617588,13.44482994,46.66088104,20.89258957,598.4335327,1.698170304,44.56417465,14.38202572,32.63000107,31.53366089,13.19999981,6.137458801,31.01388359,14.00086212,6.5,16.8189373,95.11903381,33.44887924,36.51277161,30.10326767,3.604000092,34.52999878,34.97913361,4.774169922,84.55587006,56.73192596,4.161987782,55.34510803,51.62978363,33.82408905,34.23455429,41.54785538,113.3700027,62.87340927,31.53488159,23.80626869,27.16038513,66.44252014
20.23253632,13.39635754,30.4284668,3.738713264,18.34585953,25.21195984,35.04999924,18.40457344,30.13211632,23.41932106,38.38999939,22.5753994,22.04780197,13.32591629,47.15841293,21.18604851,609.5038452,1.721940994,45.03955841,14.62538147,33.20999908,31.70741272,13,6.261108398,31.31292152,14.72818184,6.829999924,16.94278526,96.76534271,33.79862595,37.12143707,30.36476135,3.681999922,35.5,35.78775787,4.839921951,87.1601944,57.93572998,4.158668518,55.87845993,52.26963043,33.85076141,34.8108902,43.09235382,117.0800018,61.86444473,31.75659752,23.84967995,27.49981117,66.56082916
20.28388023,13.13238811,29.63331032,3.669869661,18.09843063,25.01233101,34.77999878,19.00877571,30.18528938,23.31454086,38.95000076,22.11321068,21.64599037,13.06709671,45.92812347,21.03263855,605.5591431,1.665366411,44.59212875,14.44895554,33.50999832,30.9966526,12.81000042,6.175676823,31.13349533,14.60695744,6.960000038,17.08262062,95.39988708,33.36321259,36.58272934,29.94175148,3.494999886,37.56000137,35.45430374,4.76256609,84.82875824,56.47526169,4.144278049,54.21395111,50.78762054,33.61744308,34.33445358,42.60461807,113.6500015,60.39881516,31.19493294,23.67995453,26.99991608,65.76973724
20.15554047,12.70815563,29.68631172,3.60706377,17.99286079,25.16020584,35.09000015,18.71663094,29.62704277,23.69874763,38.59999847,22.41619873,22.07388306,13.20000172,45.3491478,21.07599831,621.9736938,1.711006522,45.16225052,14.60104656,32.79000092,30.16744041,12.81999969,6.227385044,31.65846825,14.91000938,6.710000038,17.28635788,89.87016296,33.14193344,36.69466782,30.61088753,3.604000092,36.68999863,35.93782043,4.698102474,85.6248703,57.09859848,4.13985157,55.13412857,52.35712433,33.95740128,34.62646866,41.98139954,115.3099976,61.15738678,31.48316002,23.52996063,27.28998566,66.4720993
20.21327972,12.91555882,30.61401176,3.615517616,18.29967308,25.7073288,35.54000092,18.84941864,29.79316902,23.83845711,39.29999924,22.52917671,22.36090469,13.54277039,46.88703537,21.35612106,641.06073,1.774236441,46.15093231,14.78355885,32.86000061,31.75479889,12.94999981,6.281340122,32.0173378,14.88727951,6.96999979,17.49010468,94.14091492,33.37034988,37.21938705,30.8800869,3.663500071,36.84999847,36.14621353,4.825739861,88.68425751,58.69957352,4.237258434,56.74001694,54.54459,34.81067657,34.74172974,41.58400345,117.3700027,62.3504715,31.73443031,23.68390083,27.85775948,67.74372864
20.45072174,13.09467983,31.1794548,3.597703695,18.3326664,26.88290405,35.86999893,18.90917969,30.5175724,23.7336731,39.09999847,22.64729309,22.37656212,13.59173679,47.27602768,21.44615364,654.2941284,1.759022593,46.56227493,14.80789185,33.43000031,31.78638268,13.02000046,6.171181679,32.4426384,15.03880405,7.130000114,17.8656292,95.75816345,34.13412476,37.89799881,31.61074448,3.584500074,38.86000061,35.68772125,4.926302433,89.46474457,58.43072128,4.239470959,56.32976151,54.19459152,35.21063995,35.20279694,42.17107391,124.9300003,62.28419876,31.57184029,23.8023243,28.69706917,67.82505035
20.55339241,13.00983238,30.95858383,3.712746859,17.99286079,27.39305305,35.45999908,18.84941864,30.05901718,23.75695229,32.99000168,22.32890129,22.07388306,13.21398926,46.95940781,21.57622528,664.8554688,1.731924295,47.36334991,14.88698101,33.5,31.4389019,13.40999985,5.937372684,32.91445923,15.22820377,7.28000021,17.87361336,97.14304352,33.26327133,38.24082947,31.04927444,3.543499947,38.56000137,36.18790817,4.846368313,88.6218338,58.5284996,4.199623108,56.20080566,53.58213806,35.15731812,35.40260315,41.92722321,122.25,61.82759857,31.69007683,23.61284637,28.74642944,67.59584808
20.3095417,12.3970499,30.74653435,3.922597885,17.88729858,27.20821953,35.34000015,18.55728149,30.88309669,23.45425224,33.11000061,22.25186729,21.93299484,13.13004875,46.49804688,21.27942085,638.1338501,1.684857965,46.47570038,14.72880936,33.47999954,31.03615379,12.84000015,5.582165241,32.2831459,15.02365208,7.019999981,17.62193108,96.21337891,32.49950409,37.82104111,31.21080399,3.392499924,38.41999817,35.72108841,4.830896378,93.18759918,57.40410995,4.202945709,55.11067963,52.05634308,34.85067368,34.13466263,41.57496643,119.7300034,62.45360184,30.61107445,23.65626526,27.66027641,67.77328491
19.64217949,11.68999195,29.63331032,3.77494669,17.66626167,26.06221771,33.65000153,17.8734169,29.97262192,23.25632477,31.09000015,21.92833328,21.35374832,12.57742596,44.86970139,20.81254768,596.2702637,1.637792945,45.1405983,14.35769367,35.15999985,29.9621048,12.35000038,5.48549366,31.71827316,14.52361584,7.210000038,17.01469421,93.30806732,32.49237061,35.42837143,29.564888,3.223500013,37.36999893,34.6873703,4.69681406,89.52721405,55.80920792,4.092253685,53.80367279,50.546978,34.21071625,32.50553131,40.11175156,115.0800018,60.97325897,29.36948967,23.29706192,26.54323959,66.8491745
19.72560692,11.30347252,30.11925316,3.675605297,17.56069756,25.78866386,32.86000061,17.86678123,30.39795113,23.41349792,30.35000038,21.77455521,21.49986267,12.89920998,44.78827667,20.69250298,594.1074219,1.65395689,45.19832611,14.36986446,33.65000153,29.6146431,12.03999996,5.368589401,31.79137039,14.30391121,6.760000229,17.39022827,90.79017639,32.48523331,35.33043671,29.27262497,3.121500015,37.18000031,34.41227722,4.76256609,90.86177063,56.57304764,4.046869755,53.75679779,50.84776688,34.38544846,32.33647156,39.79562378,117.7200012,59.41193008,28.95562744,23.2891674,26.70986176,66.67910767
19.57801437,11.88796997,29.6244812,3.762866974,17.56399155,25.64078903,33.06999969,18.13900185,30.57073975,23.44843292,29.89999962,22.11339188,22.03215218,12.94117737,44.45357132,20.89924622,583.1640625,1.646826148,44.78697205,14.4550457,33.81999969,29.25136375,11.96000004,5.420298576,31.86448288,15.39488125,6.760000229,17.05864143,89.56993866,32.57803345,35.35142517,28.94959641,3.26699996,37.18999863,34.60401154,4.65297842,89.51155853,55.32036209,4.053512573,53.64542007,50.84776688,33.46482468,32.77449799,38.91950989,116.7799988,58.63861847,28.66001511,23.50232315,26.29021072,66.92308807
19.6357708,12.0293808,30.12807274,3.758942366,17.47821426,25.95871162,32.41999817,18.42638588,30.95620155,23.40186119,31.51000023,22.1029644,21.85993195,13.02511787,45.28583908,21.00929832,570.1282349,1.659186125,45.42926788,14.4550457,34.81000137,29.47249985,11.89999962,5.521464825,31.73157883,15.53125763,6.840000153,17.13054657,90.26720428,32.2996254,35.20449066,29.24186897,3.249500036,36.83000183,34.22888565,4.513737202,90.42470551,56.41418457,4.113286495,53.49888992,51.22513199,32.75924301,32.45174789,38.95563126,117.2600021,59.44139862,28.21666336,22.94181061,26.41365051,66.04327393
19.34058952,10.89809227,29.05901146,3.651451588,17.18460274,25.7073288,32.47000122,17.85829735,30.75018692,23.3669281,31.20000076,21.71721268,21.49986267,12.62639427,43.9922142,20.84589195,548.0184326,1.565530181,43.66836929,14.38202572,34.45000076,28.85651588,11.59000015,5.148271561,31.04047203,15.2509346,6.489999771,16.93879128,86.91642761,31.57869911,33.74230957,28.59580803,3.137000084,36.11999893,33.44525909,4.402861118,90.3544693,55.73590469,4.034694195,51.20141602,49.62823868,32.15444565,31.72940063,38.39564514,113.6699982,58.55761337,27.4426899,22.73497772,25.20405388,64.29663849
